HW,CHANNELS,KERNEL_SIZE,STRIDES,FREQ,CAT,STAGE,SCALED_FREQ,SCALED_LOG_FREQ
8.0,1488.0,7.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
11.0,408.0,3.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
82.0,64.0,5.0,2.0,0.00066938717,test,body,0.0006693871691823006,0.0006693296
52.0,80.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
68.0,80.0,3.0,1.0,0.00051402085,test,body,0.000514020852278918,0.00051404693
52.0,72.0,3.0,2.0,0.0003623866,test,body,0.0003623866068664938,0.00036243533
40.0,96.0,7.0,2.0,0.0003597803,test,body,0.0003597803006414324,0.0003598129
28.0,192.0,3.0,1.0,0.0009707689,test,body,0.0009707689168862998,0.0009705308
35.0,104.0,7.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
32.0,104.0,3.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
34.0,144.0,7.0,1.0,0.00060108665,test,body,0.0006010866491124034,0.0006010463
24.0,176.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
15.0,440.0,3.0,1.0,0.0005723224,test,body,0.0005723224021494389,0.0005723254
64.0,48.0,7.0,2.0,0.00066938717,test,body,0.0006693871691823006,0.0006693296
51.0,72.0,5.0,2.0,0.0003623866,test,body,0.0003623866068664938,0.00036243533
144.0,144.0,3.0,1.0,0.00090352714,test,body,0.0009035271359607577,0.0009033403
19.0,240.0,3.0,1.0,0.00050820725,test,body,0.0005082072457298636,0.00050820695
48.0,32.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
32.0,88.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
18.0,120.0,3.0,2.0,0.0003623866,test,body,0.0003623866068664938,0.00036243533
16.0,768.0,7.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
58.0,216.0,5.0,2.0,0.0004259819,test,body,0.00042598191066645086,0.00042596716
66.0,120.0,3.0,2.0,0.0004259819,test,body,0.00042598191066645086,0.00042596716
38.0,96.0,7.0,1.0,0.0005979602,test,body,0.0005979601992294192,0.0005979478
28.0,120.0,7.0,1.0,0.00046781724,test,body,0.0004678172408603132,0.00046780304
58.0,64.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
40.0,104.0,5.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
51.0,120.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
41.0,88.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
31.0,144.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
120.0,80.0,5.0,2.0,0.0006436574,test,body,0.0006436574039980769,0.0006435898
58.0,100.0,3.0,2.0,0.0004259819,test,body,0.00042598191066645086,0.00042596716
49.0,40.0,7.0,1.0,0.0005730243,test,body,0.0005730243283323944,0.0005730405
28.0,160.0,5.0,1.0,0.00079259614,test,body,0.0007925961399450898,0.0007925375
24.0,168.0,5.0,1.0,0.00050221704,test,body,0.0005022170371375978,0.00050224777
42.0,192.0,7.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
26.0,224.0,7.0,1.0,0.00050221704,test,body,0.0005022170371375978,0.00050224777
8.0,416.0,3.0,1.0,0.0005947958,test,body,0.0005947957979515195,0.00059484935
36.0,32.0,5.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
32.0,224.0,3.0,2.0,0.0002960527,test,body,0.00029605269082821906,0.0002960384
61.0,32.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
96.0,240.0,3.0,1.0,0.0010797633,test,body,0.0010797632858157158,0.0010795271
116.0,80.0,5.0,2.0,0.0006436574,test,body,0.0006436574039980769,0.0006435898
47.0,88.0,5.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
144.0,192.0,3.0,1.0,0.0010797633,test,body,0.0010797632858157158,0.0010795271
5.0,480.0,3.0,1.0,0.00050820725,test,body,0.0005082072457298636,0.00050820695
48.0,80.0,3.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
33.0,144.0,5.0,2.0,0.0002952797,test,body,0.0002952796930912882,0.00029532315
48.0,88.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
6.0,960.0,5.0,1.0,0.00050820725,test,body,0.0005082072457298636,0.00050820695
126.0,64.0,5.0,2.0,0.00066938717,test,body,0.0006693871691823006,0.0006693296
27.0,240.0,7.0,2.0,0.0003623866,test,body,0.0003623866068664938,0.00036243533
14.0,128.0,3.0,1.0,0.00051402085,test,body,0.000514020852278918,0.00051404693
36.0,64.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
49.0,64.0,5.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
38.0,48.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
54.0,96.0,7.0,1.0,0.0005979602,test,body,0.0005979601992294192,0.0005979478
16.0,144.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
38.0,48.0,5.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
23.0,336.0,5.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
36.0,144.0,3.0,1.0,0.00060108665,test,body,0.0006010866491124034,0.0006010463
68.0,252.0,5.0,2.0,0.0004259819,test,body,0.00042598191066645086,0.00042596716
45.0,80.0,3.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
11.0,320.0,5.0,1.0,0.00060108665,test,body,0.0006010866491124034,0.0006010463
14.0,600.0,3.0,1.0,0.0005231932,test,body,0.0005231932154856622,0.00052322395
17.0,336.0,5.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
10.0,408.0,3.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
44.0,40.0,7.0,1.0,0.0005730243,test,body,0.0005730243283323944,0.0005730405
18.0,672.0,3.0,1.0,0.00084234145,test,body,0.0008423414546996355,0.0008422216
43.0,64.0,3.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
12.0,480.0,5.0,1.0,0.0009319914,test,body,0.0009319913806393743,0.00093181344
48.0,104.0,7.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
17.0,224.0,7.0,1.0,0.00050221704,test,body,0.0005022170371375978,0.00050224777
11.0,448.0,3.0,2.0,0.0003623866,test,body,0.0003623866068664938,0.00036243533
44.0,120.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
33.0,192.0,3.0,1.0,0.00060106424,test,body,0.0006010642391629517,0.0006010463
29.0,120.0,5.0,2.0,0.00029937795,test,body,0.00029937794897705317,0.00029937626
17.0,104.0,5.0,1.0,0.0005730243,test,body,0.0005730243283323944,0.0005730405
18.0,168.0,7.0,2.0,0.0003243812,test,body,0.0003243811952415854,0.00032440963
9.0,2112.0,5.0,1.0,0.0010797633,test,body,0.0010797632858157158,0.0010795271
72.0,144.0,5.0,2.0,0.0007561594,test,body,0.0007561594247817993,0.00075607724
32.0,232.0,3.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
8.0,912.0,3.0,1.0,0.0007129545,test,body,0.0007129544974304736,0.0007129427
60.0,140.0,5.0,1.0,0.00051402085,test,body,0.000514020852278918,0.00051404693
13.0,576.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
21.0,336.0,3.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
28.0,120.0,3.0,1.0,0.00061348436,test,body,0.0006134843570180237,0.0006134402
5.0,464.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
55.0,128.0,7.0,1.0,0.0005947958,test,body,0.0005947957979515195,0.00059484935
36.0,192.0,3.0,1.0,0.00069173065,test,body,0.0006917306454852223,0.0006917322
31.0,256.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
8.0,1140.0,3.0,1.0,0.0007129545,test,body,0.0007129544974304736,0.0007129427
9.0,312.0,5.0,1.0,0.0005947958,test,body,0.0005947957979515195,0.00059484935
14.0,768.0,7.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
16.0,328.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
34.0,144.0,3.0,1.0,0.0006041538,test,body,0.0006041537853889167,0.0006041448
37.0,192.0,7.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
124.0,96.0,3.0,2.0,0.0007247018,test,body,0.0007247017929330468,0.0007246202
37.0,144.0,3.0,2.0,0.0003273653,test,body,0.00032736529828980565,0.00032738975
14.0,208.0,3.0,1.0,0.0005493002,test,body,0.0005493002245202661,0.00054932426
50.0,32.0,5.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
48.0,96.0,5.0,2.0,0.00046374832,test,body,0.0004637483216356486,0.0004637506
41.0,192.0,7.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
60.0,192.0,5.0,1.0,0.0005947958,test,body,0.0005947957979515195,0.00059484935
17.0,264.0,5.0,1.0,0.00036748554,test,body,0.00036748553975485265,0.0003675609
23.0,208.0,5.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
32.0,192.0,3.0,1.0,0.0006664839,test,body,0.0006664838874712586,0.0006664696
44.0,88.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
3.0,1664.0,5.0,1.0,0.00050221704,test,body,0.0005022170371375978,0.00050224777
45.0,96.0,5.0,1.0,0.0005979602,test,body,0.0005979601992294192,0.0005979478
32.0,224.0,7.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
17.0,352.0,5.0,1.0,0.00046257238,test,body,0.0004625723813660443,0.00046255873
62.0,112.0,3.0,2.0,0.0004259819,test,body,0.00042598191066645086,0.00042596716
3.0,1664.0,3.0,1.0,0.00050221704,test,body,0.0005022170371375978,0.00050224777
144.0,120.0,5.0,2.0,0.0009920632,test,body,0.0009920632001012564,0.0009918545
36.0,88.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
10.0,408.0,5.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
17.0,520.0,3.0,1.0,0.0005231932,test,body,0.0005231932154856622,0.00052322395
38.0,192.0,3.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
128.0,168.0,5.0,2.0,0.0006436574,test,body,0.0006436574039980769,0.0006435898
34.0,72.0,7.0,1.0,0.00052598736,test,body,0.0005259873578324914,0.0005259651
104.0,64.0,7.0,2.0,0.00066938717,test,body,0.0006693871691823006,0.0006693296
44.0,56.0,3.0,1.0,0.0005730243,test,body,0.0005730243283323944,0.0005730405
126.0,144.0,5.0,2.0,0.0006629344,test,body,0.0006629343843087554,0.00066289474
16.0,224.0,5.0,1.0,0.0006283678,test,body,0.0006283678230829537,0.0006283364
28.0,168.0,3.0,2.0,0.00029303232,test,body,0.0002930323244072497,0.00029305817
57.0,72.0,5.0,1.0,0.00052598736,test,body,0.0005259873578324914,0.0005259651
6.0,464.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
94.0,96.0,3.0,2.0,0.00066618074,test,body,0.0006661807419732213,0.0006661121
12.0,264.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
56.0,88.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
59.0,48.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
33.0,32.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
63.0,32.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
17.0,288.0,3.0,1.0,0.0007640745,test,body,0.0007640745025128126,0.00076406053
55.0,48.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
20.0,224.0,3.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
8.0,1296.0,5.0,1.0,0.0010385303,test,body,0.0010385302593931556,0.0010383123
39.0,144.0,5.0,1.0,0.00060108665,test,body,0.0006010866491124034,0.0006010463
32.0,208.0,3.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
54.0,32.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
15.0,544.0,3.0,1.0,0.0005231932,test,body,0.0005231932154856622,0.00052322395
55.0,104.0,5.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
33.0,88.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
33.0,200.0,3.0,2.0,0.00021605512,test,body,0.00021605512301903218,0.00021604633
16.0,416.0,5.0,1.0,0.00051291654,test,body,0.0005129165365360677,0.0005129743
55.0,64.0,5.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
72.0,120.0,5.0,2.0,0.0005954165,test,body,0.0005954165244475007,0.00059544516
51.0,128.0,7.0,2.0,0.0003243812,test,body,0.0003243811952415854,0.00032440963
50.0,192.0,7.0,1.0,0.0005947958,test,body,0.0005947957979515195,0.00059484935
53.0,176.0,3.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
14.0,576.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
78.0,144.0,5.0,2.0,0.0006629344,test,body,0.0006629343843087554,0.00066289474
68.0,112.0,5.0,2.0,0.0004259819,test,body,0.00042598191066645086,0.00042596716
8.0,720.0,3.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
51.0,72.0,5.0,1.0,0.00052598736,test,body,0.0005259873578324914,0.0005259651
17.0,64.0,5.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
6.0,512.0,5.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
18.0,120.0,7.0,1.0,0.00046781724,test,body,0.0004678172408603132,0.00046780304
46.0,128.0,5.0,1.0,0.0005947958,test,body,0.0005947957979515195,0.00059484935
26.0,160.0,3.0,2.0,0.0003273653,test,body,0.00032736529828980565,0.00032738975
8.0,336.0,7.0,1.0,0.0003273653,test,body,0.00032736529828980565,0.00032738975
31.0,200.0,5.0,2.0,0.00021605512,test,body,0.00021605512301903218,0.00021604633
30.0,88.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
43.0,192.0,3.0,1.0,0.0005947958,test,body,0.0005947957979515195,0.00059484935
15.0,560.0,5.0,1.0,0.0005796788,test,body,0.0005796788027510047,0.0005797143
62.0,32.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
29.0,336.0,5.0,1.0,0.00050221704,test,body,0.0005022170371375978,0.00050224777
15.0,416.0,3.0,2.0,0.0002689893,test,body,0.0002689893008209765,0.0002689777
136.0,112.0,3.0,2.0,0.0006436574,test,body,0.0006436574039980769,0.0006435898
29.0,192.0,5.0,1.0,0.0006071852,test,body,0.0006071851821616292,0.000607124
46.0,192.0,3.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
15.0,136.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
31.0,336.0,7.0,1.0,0.00050221704,test,body,0.0005022170371375978,0.00050224777
34.0,192.0,3.0,2.0,0.00034508124,test,body,0.0003450812364462763,0.0003451511
4.0,328.0,5.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
27.0,256.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
15.0,168.0,5.0,1.0,0.0004712281,test,body,0.00047122809337452054,0.0004712595
20.0,168.0,7.0,2.0,0.0003243812,test,body,0.0003243811952415854,0.00032440963
29.0,232.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
30.0,160.0,7.0,1.0,0.00050820725,test,body,0.0005082072457298636,0.00050820695
41.0,48.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
41.0,120.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
12.0,240.0,7.0,1.0,0.00060108665,test,body,0.0006010866491124034,0.0006010463
41.0,96.0,3.0,2.0,0.0003597803,test,body,0.0003597803006414324,0.0003598129
31.0,240.0,3.0,2.0,0.00034783827,test,body,0.00034783827140927315,0.0003478927
8.0,768.0,7.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
55.0,72.0,5.0,2.0,0.0003623866,test,body,0.0003623866068664938,0.00036243533
32.0,200.0,3.0,2.0,0.00046951443,test,body,0.0004695144307333976,0.00046959086
102.0,96.0,3.0,2.0,0.00066618074,test,body,0.0006661807419732213,0.0006661121
68.0,180.0,3.0,2.0,0.0004259819,test,body,0.00042598191066645086,0.00042596716
47.0,80.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
16.0,232.0,3.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
45.0,104.0,5.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
14.0,480.0,3.0,1.0,0.0011199573,test,body,0.0011199573054909706,0.001119668
15.0,768.0,5.0,2.0,0.0003167855,test,body,0.00031678550294600427,0.0003167805
32.0,80.0,3.0,1.0,0.00049350347,test,body,0.0004935034667141736,0.00049354736
35.0,96.0,3.0,1.0,0.0005979602,test,body,0.0005979601992294192,0.0005979478
33.0,128.0,3.0,1.0,0.00060106424,test,body,0.0006010642391629517,0.0006010463
15.0,112.0,5.0,1.0,0.00051402085,test,body,0.000514020852278918,0.00051404693
26.0,160.0,5.0,2.0,0.0003273653,test,body,0.00032736529828980565,0.00032738975
42.0,72.0,3.0,1.0,0.00052598736,test,body,0.0005259873578324914,0.0005259651
28.0,144.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
25.0,64.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
16.0,88.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
12.0,416.0,3.0,1.0,0.0005947958,test,body,0.0005947957979515195,0.00059484935
50.0,32.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
20.0,80.0,5.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
19.0,232.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
7.0,408.0,3.0,1.0,0.0005730243,test,body,0.0005730243283323944,0.0005730405
34.0,40.0,7.0,1.0,0.0005730243,test,body,0.0005730243283323944,0.0005730405
47.0,144.0,5.0,2.0,0.0003273653,test,body,0.00032736529828980565,0.00032738975
44.0,88.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
66.0,112.0,5.0,2.0,0.0004259819,test,body,0.00042598191066645086,0.00042596716
82.0,64.0,7.0,2.0,0.00066938717,test,body,0.0006693871691823006,0.0006693296
26.0,136.0,3.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
24.0,168.0,5.0,2.0,0.0003243812,test,body,0.0003243811952415854,0.00032440963
23.0,168.0,5.0,1.0,0.00050221704,test,body,0.0005022170371375978,0.00050224777
32.0,256.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
39.0,104.0,5.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
7.0,784.0,5.0,1.0,0.0007129545,test,body,0.0007129544974304736,0.0007129427
12.0,384.0,5.0,1.0,0.0007516636,test,body,0.0007516635814681649,0.00075154926
14.0,768.0,3.0,1.0,0.00075326115,test,body,0.000753261148929596,0.0007532175
26.0,240.0,5.0,2.0,0.0003623866,test,body,0.0003623866068664938,0.00036243533
7.0,912.0,3.0,1.0,0.0007129545,test,body,0.0007129544974304736,0.0007129427
49.0,48.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
49.0,192.0,3.0,2.0,0.00035714763,test,body,0.0003571476263459772,0.0003571905
57.0,72.0,7.0,1.0,0.00052598736,test,body,0.0005259873578324914,0.0005259651
28.0,176.0,5.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
24.0,200.0,5.0,1.0,0.0007621877,test,body,0.0007621877011843026,0.0007621541
47.0,120.0,3.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
16.0,232.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
63.0,72.0,7.0,2.0,0.0003623866,test,body,0.0003623866068664938,0.00036243533
14.0,272.0,3.0,1.0,0.0005231932,test,body,0.0005231932154856622,0.00052322395
29.0,224.0,5.0,2.0,0.0002960527,test,body,0.00029605269082821906,0.0002960384
68.0,56.0,5.0,1.0,0.00051402085,test,body,0.000514020852278918,0.00051404693
13.0,320.0,5.0,1.0,0.000792624,test,body,0.0007926240214146674,0.0007925375
42.0,120.0,3.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
118.0,96.0,7.0,2.0,0.00066618074,test,body,0.0006661807419732213,0.0006661121
18.0,360.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
8.0,448.0,7.0,1.0,0.0003623866,test,body,0.0003623866068664938,0.00036243533
38.0,72.0,3.0,1.0,0.00052598736,test,body,0.0005259873578324914,0.0005259651
38.0,88.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
76.0,96.0,5.0,2.0,0.00066618074,test,body,0.0006661807419732213,0.0006661121
12.0,360.0,3.0,1.0,0.0007593471,test,body,0.0007593471091240644,0.0007592943
8.0,408.0,7.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
25.0,240.0,3.0,1.0,0.00050820725,test,body,0.0005082072457298636,0.00050820695
16.0,448.0,5.0,1.0,0.00061609165,test,body,0.0006160916527733207,0.0006160619
27.0,144.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
16.0,168.0,7.0,2.0,0.0003243812,test,body,0.0003243811952415854,0.00032440963
44.0,32.0,5.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
56.0,112.0,5.0,1.0,0.00051402085,test,body,0.000514020852278918,0.00051404693
144.0,144.0,3.0,2.0,0.000951544,test,body,0.000951543974224478,0.000951351
64.0,144.0,7.0,2.0,0.00049124827,test,body,0.0004912482690997422,0.0004912827
68.0,80.0,5.0,2.0,0.0004259819,test,body,0.00042598191066645086,0.00042596716
41.0,32.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
25.0,176.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
14.0,288.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
14.0,952.0,3.0,2.0,0.0002689893,test,body,0.0002689893008209765,0.0002689777
29.0,200.0,3.0,1.0,0.0006071852,test,body,0.0006071851821616292,0.000607124
17.0,144.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
15.0,512.0,3.0,1.0,0.00045320072,test,body,0.0004532007151283324,0.00045326198
23.0,64.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
11.0,160.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
31.0,232.0,3.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
18.0,128.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
54.0,96.0,3.0,1.0,0.0005979602,test,body,0.0005979601992294192,0.0005979478
132.0,144.0,5.0,2.0,0.0006436574,test,body,0.0006436574039980769,0.0006435898
64.0,128.0,3.0,1.0,0.00081730704,test,body,0.0008173070382326841,0.0008172012
30.0,224.0,3.0,2.0,0.0002960527,test,body,0.00029605269082821906,0.0002960384
50.0,120.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
9.0,624.0,5.0,1.0,0.0005947958,test,body,0.0005947957979515195,0.00059484935
24.0,232.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
35.0,128.0,5.0,2.0,0.0003243812,test,body,0.0003243811952415854,0.00032440963
9.0,328.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
53.0,80.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
27.0,144.0,7.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
100.0,96.0,3.0,2.0,0.00066618074,test,body,0.0006661807419732213,0.0006661121
86.0,48.0,7.0,2.0,0.00066938717,test,body,0.0006693871691823006,0.0006693296
24.0,208.0,5.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
38.0,144.0,3.0,1.0,0.00060108665,test,body,0.0006010866491124034,0.0006010463
40.0,88.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
16.0,360.0,3.0,1.0,0.00073462474,test,body,0.0007346247439272702,0.00073451025
19.0,144.0,5.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
10.0,1200.0,5.0,1.0,0.0011369865,test,body,0.0011369865387678146,0.0011367009
62.0,64.0,3.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
22.0,256.0,3.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
17.0,720.0,3.0,2.0,0.00039837463,test,body,0.00039837462827563286,0.00039843324
61.0,128.0,7.0,2.0,0.0003243812,test,body,0.0003243811952415854,0.00032440963
29.0,128.0,3.0,1.0,0.00053007307,test,body,0.0005300730699673295,0.0005301364
15.0,144.0,3.0,1.0,0.00051402085,test,body,0.000514020852278918,0.00051404693
116.0,80.0,3.0,2.0,0.0006436574,test,body,0.0006436574039980769,0.0006435898
4.0,640.0,3.0,1.0,0.00050820725,test,body,0.0005082072457298636,0.00050820695
8.0,256.0,5.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
27.0,88.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
60.0,196.0,3.0,2.0,0.0004259819,test,body,0.00042598191066645086,0.00042596716
22.0,64.0,3.0,1.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
48.0,120.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
39.0,120.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
33.0,192.0,5.0,1.0,0.00060106424,test,body,0.0006010642391629517,0.0006010463
56.0,192.0,3.0,2.0,0.00071048486,test,body,0.000710484862793237,0.00071044033
16.0,256.0,5.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
64.0,144.0,3.0,1.0,0.0007506725,test,body,0.0007506724796257913,0.00075059617
111.0,32.0,5.0,2.0,0.0010103051,test,body,0.0010103051317855716,0.0010100807
36.0,160.0,3.0,1.0,0.0009354502,test,body,0.0009354501962661743,0.00093526824
53.0,120.0,3.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
56.0,104.0,7.0,2.0,0.0004199819,test,body,0.0004199818940833211,0.0004200075
55.0,192.0,5.0,1.0,0.0005947958,test,body,0.0005947957979515195,0.00059484935
40.0,128.0,3.0,1.0,0.0005947958,test,body,0.0005947957979515195,0.00059484935
14.0,544.0,3.0,1.0,0.0005231932,test,body,0.0005231932154856622,0.00052322395
13.0,312.0,7.0,1.0,0.0005947958,test,body,0.0005947957979515195,0.00059484935
23.0,136.0,7.0,2.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
136.0,120.0,3.0,2.0,0.0006436574,test,body,0.0006436574039980769,0.0006435898
14.0,600.0,5.0,1.0,0.0005231932,test,body,0.0005231932154856622,0.00052322395
57.0,192.0,7.0,1.0,0.0005947958,test,body,0.0005947957979515195,0.00059484935
16.0,136.0,3.0,1.0,0.00028688423,test,body,0.00028688422753475606,0.00028697852
