HW,CIN,COUT,KERNEL_SIZE,STRIDES,FREQ,CAT,STAGE,SCALED_FREQ,SCALED_LOG_FREQ
106.0,40.0,64.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
82.0,40.0,24.0,1.0,1.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
76.0,40.0,40.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
70.0,48.0,48.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
128.0,48.0,64.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
164.0,3.0,48.0,7.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
98.0,40.0,40.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
120.0,40.0,40.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
204.0,3.0,64.0,3.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
224.0,3.0,40.0,5.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
188.0,3.0,40.0,3.0,2.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
94.0,16.0,16.0,1.0,1.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
78.0,64.0,48.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
122.0,64.0,64.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
88.0,40.0,64.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
102.0,48.0,40.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
68.0,64.0,40.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
120.0,64.0,64.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
196.0,3.0,64.0,3.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
106.0,40.0,48.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
160.0,3.0,48.0,3.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
128.0,3.0,48.0,7.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
172.0,3.0,64.0,7.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
114.0,40.0,40.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
90.0,40.0,24.0,1.0,1.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
64.0,64.0,40.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
248.0,3.0,64.0,3.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
112.0,24.0,24.0,1.0,1.0,0.0008863687,train,stem,0.0008863686816766858,0.0008862904
114.0,48.0,64.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
68.0,48.0,64.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
86.0,16.0,16.0,1.0,1.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
102.0,64.0,40.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
112.0,48.0,64.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
102.0,64.0,48.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
156.0,3.0,48.0,5.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
116.0,40.0,40.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
84.0,40.0,64.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
104.0,48.0,40.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
98.0,48.0,64.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
84.0,40.0,64.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
172.0,3.0,16.0,3.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
118.0,40.0,64.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
184.0,3.0,40.0,5.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
224.0,3.0,48.0,3.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
66.0,64.0,48.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
86.0,48.0,40.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
256.0,3.0,24.0,3.0,2.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
80.0,40.0,48.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
124.0,40.0,40.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
110.0,40.0,48.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
82.0,64.0,64.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
228.0,3.0,40.0,3.0,2.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
164.0,3.0,48.0,3.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
256.0,3.0,48.0,5.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
152.0,3.0,64.0,7.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
128.0,3.0,64.0,3.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
104.0,48.0,48.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
122.0,48.0,48.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
124.0,64.0,48.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
248.0,3.0,24.0,3.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
196.0,3.0,48.0,5.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
100.0,48.0,40.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
126.0,64.0,40.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
100.0,48.0,48.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
164.0,3.0,64.0,5.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
118.0,40.0,40.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
132.0,3.0,48.0,7.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
84.0,16.0,16.0,1.0,1.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
90.0,64.0,40.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
156.0,3.0,40.0,5.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
82.0,64.0,48.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
74.0,64.0,64.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
124.0,24.0,24.0,1.0,1.0,0.0008544481,train,stem,0.0008544481243006885,0.0008544761
104.0,64.0,48.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
168.0,3.0,64.0,5.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
110.0,64.0,48.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
240.0,3.0,64.0,3.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
64.0,48.0,48.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
116.0,40.0,48.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
80.0,40.0,24.0,1.0,1.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
68.0,40.0,40.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
144.0,3.0,48.0,7.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
256.0,3.0,48.0,3.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
98.0,40.0,40.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
114.0,48.0,48.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
78.0,40.0,40.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
94.0,40.0,64.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
112.0,64.0,64.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
118.0,40.0,64.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
176.0,3.0,40.0,7.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
106.0,48.0,64.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
224.0,3.0,64.0,3.0,1.0,0.00074234157,train,stem,0.0007423415663652122,0.0007423439
68.0,64.0,64.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
128.0,48.0,48.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
120.0,24.0,24.0,1.0,1.0,0.0008544481,train,stem,0.0008544481243006885,0.0008544761
108.0,48.0,40.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
118.0,40.0,24.0,1.0,1.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
104.0,40.0,40.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
196.0,3.0,48.0,7.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
204.0,3.0,40.0,5.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
78.0,40.0,48.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
126.0,64.0,64.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
84.0,48.0,40.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
168.0,3.0,64.0,3.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
88.0,64.0,48.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
192.0,3.0,40.0,3.0,2.0,0.00071660144,train,stem,0.000716601440217346,0.00071660295
126.0,48.0,40.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
188.0,3.0,48.0,5.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
84.0,40.0,48.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
64.0,48.0,64.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
216.0,3.0,40.0,3.0,2.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
98.0,48.0,64.0,3.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
116.0,40.0,64.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
120.0,40.0,48.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
98.0,48.0,48.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
108.0,64.0,40.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
114.0,40.0,48.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
118.0,40.0,48.0,7.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
66.0,40.0,40.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
180.0,3.0,64.0,3.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
176.0,3.0,16.0,3.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
156.0,3.0,40.0,7.0,2.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
74.0,16.0,16.0,1.0,1.0,0.00061833503,train,stem,0.0006183350342325866,0.0006183999
126.0,40.0,40.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
128.0,40.0,40.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
114.0,64.0,64.0,5.0,1.0,0.0006803271,train,stem,0.000680327124428004,0.00068037387
6.0,992.0,248.0,1.0,1.0,0.0005429732,train,body,0.0005429732264019549,0.0005430726
62.0,72.0,32.0,1.0,1.0,0.00031661763,train,body,0.00031661763205192983,0.00031669906
18.0,360.0,72.0,1.0,1.0,0.0008515939,train,body,0.0008515939116477966,0.0008516163
13.0,240.0,64.0,1.0,1.0,0.000310651,train,body,0.00031065099756233394,0.000310738
37.0,24.0,72.0,1.0,1.0,0.0008793724,train,body,0.0008793724118731916,0.0008793794
94.0,24.0,144.0,1.0,1.0,0.0009860281,train,body,0.0009860281134024262,0.0009858968
47.0,256.0,88.0,1.0,1.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
16.0,24.0,32.0,3.0,1.0,0.0014563283,train,body,0.0014563283184543252,0.0014559147
13.0,160.0,80.0,1.0,1.0,0.0005546953,train,body,0.0005546953179873526,0.00055475347
16.0,24.0,8.0,1.0,1.0,0.0008013903,train,body,0.0008013903279788792,0.0008014503
15.0,96.0,80.0,1.0,1.0,6.0864295e-05,train,body,6.086429493734613e-05,6.0938968e-05
13.0,200.0,72.0,1.0,1.0,0.000310651,train,body,0.00031065099756233394,0.000310738
8.0,1060.0,212.0,1.0,1.0,0.00093449577,train,body,0.0009344957652501762,0.0009344267
96.0,40.0,240.0,1.0,1.0,0.0013930687,train,body,0.0013930686982348561,0.0013926787
18.0,240.0,64.0,1.0,1.0,0.000310651,train,body,0.00031065099756233394,0.000310738
144.0,192.0,16.0,1.0,1.0,0.00046266668,train,body,0.0004626666777767241,0.00046273315
51.0,64.0,208.0,3.0,1.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
60.0,28.0,56.0,1.0,1.0,0.00031062053,train,body,0.00031062052585184574,0.000310738
96.0,192.0,24.0,1.0,1.0,0.00046266668,train,body,0.0004626666777767241,0.00046273315
14.0,352.0,88.0,1.0,1.0,0.00075793616,train,body,0.000757936155423522,0.000757955
18.0,144.0,408.0,1.0,1.0,0.0005717008,train,body,0.0005717008025385439,0.0005717978
84.0,24.0,144.0,1.0,1.0,0.0009860281,train,body,0.0009860281134024262,0.0009858968
8.0,896.0,212.0,1.0,1.0,6.0864295e-05,train,body,6.086429493734613e-05,6.0938968e-05
17.0,56.0,224.0,1.0,1.0,0.00059518474,train,body,0.0005951847415417433,0.0005952779
10.0,1200.0,200.0,1.0,1.0,0.0013930687,train,body,0.0013930686982348561,0.0013926787
40.0,208.0,408.0,3.0,2.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
10.0,104.0,624.0,1.0,1.0,0.00071927474,train,body,0.0007192747434601188,0.0007193438
43.0,192.0,32.0,1.0,1.0,0.00071927474,train,body,0.0007192747434601188,0.0007193438
16.0,64.0,320.0,1.0,1.0,0.00094918685,train,body,0.0009491868549957871,0.0009490815
32.0,32.0,8.0,1.0,1.0,0.0008013903,train,body,0.0008013903279788792,0.0008014503
64.0,40.0,56.0,1.0,1.0,0.00023869507,train,body,0.00023869506549090147,0.00023872594
16.0,112.0,560.0,1.0,1.0,0.0007590117,train,body,0.000759011716581881,0.0007590275
12.0,1024.0,408.0,1.0,1.0,0.0001282016,train,body,0.00012820160191040486,0.0001281941
10.0,112.0,448.0,1.0,1.0,0.0005546953,train,body,0.0005546953179873526,0.00055475347
6.0,1488.0,248.0,1.0,1.0,0.0005429732,train,body,0.0005429732264019549,0.0005430726
10.0,200.0,1200.0,1.0,1.0,0.0017440068,train,body,0.001744006760418415,0.0017432243
16.0,8.0,40.0,1.0,1.0,0.0008013903,train,body,0.0008013903279788792,0.0008014503
14.0,816.0,2048.0,7.0,2.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
32.0,48.0,32.0,3.0,1.0,0.0008013903,train,body,0.0008013903279788792,0.0008014503
37.0,48.0,72.0,1.0,1.0,0.0001282016,train,body,0.00012820160191040486,0.0001281941
6.0,160.0,480.0,1.0,1.0,0.0005546953,train,body,0.0005546953179873526,0.00055475347
33.0,120.0,24.0,1.0,1.0,0.00026651163,train,body,0.00026651163352653384,0.00026662528
15.0,256.0,64.0,1.0,1.0,0.0005339131,train,body,0.0005339130875654519,0.0005340139
66.0,20.0,120.0,1.0,1.0,0.00011743066,train,body,0.00011743065988412127,0.00011746219
40.0,48.0,208.0,3.0,1.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
53.0,96.0,32.0,1.0,1.0,0.0008636993,train,body,0.0008636993006803095,0.0008636511
16.0,336.0,56.0,1.0,1.0,0.00033763805,train,body,0.0003376380482222885,0.00033768162
16.0,80.0,240.0,1.0,1.0,0.00054437155,train,body,0.0005443715490400791,0.0005445029
14.0,520.0,104.0,1.0,1.0,0.00054999103,train,body,0.0005499910330399871,0.000550105
10.0,352.0,2112.0,1.0,1.0,0.0015875957,train,body,0.0015875956742092967,0.001587018
112.0,64.0,24.0,1.0,1.0,0.0005951007,train,body,0.0005951006896793842,0.00059515866
18.0,56.0,168.0,1.0,1.0,0.00071927474,train,body,0.0007192747434601188,0.0007193438
5.0,160.0,480.0,1.0,1.0,0.0005546953,train,body,0.0005546953179873526,0.00055475347
54.0,128.0,32.0,1.0,1.0,0.0006595903,train,body,0.0006595902959816158,0.00065963686
38.0,192.0,32.0,1.0,1.0,0.00071927474,train,body,0.0007192747434601188,0.0007193438
19.0,336.0,816.0,7.0,2.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
6.0,672.0,192.0,1.0,1.0,0.0006515728,train,body,0.0006515727727673948,0.00065165176
52.0,48.0,32.0,1.0,1.0,0.0001282016,train,body,0.00012820160191040486,0.0001281941
57.0,256.0,120.0,1.0,1.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
16.0,256.0,64.0,1.0,1.0,0.00070839265,train,body,0.0007083926466293633,0.00070838
29.0,336.0,160.0,1.0,1.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
9.0,312.0,128.0,1.0,1.0,0.00031661763,train,body,0.00031661763205192983,0.00031669906
16.0,512.0,664.0,7.0,2.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
34.0,48.0,256.0,5.0,1.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
112.0,128.0,128.0,3.0,1.0,0.0011696882,train,body,0.0011696881847456098,0.0011694754
33.0,48.0,64.0,1.0,1.0,0.0001282016,train,body,0.00012820160191040486,0.0001281941
30.0,200.0,40.0,1.0,1.0,0.00024351207,train,body,0.00024351206957362592,0.00024361435
6.0,1248.0,352.0,1.0,1.0,0.00075411407,train,body,0.000754114065784961,0.00075414154
116.0,24.0,144.0,1.0,1.0,0.0007914391,train,body,0.0007914390880614519,0.00079144054
22.0,408.0,1024.0,7.0,2.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
66.0,80.0,36.0,1.0,1.0,3.100981e-05,train,body,3.100981120951474e-05,3.100659e-05
14.0,104.0,416.0,1.0,1.0,0.0006874552,train,body,0.0006874551763758063,0.0006875244
6.0,1152.0,216.0,1.0,1.0,0.000310651,train,body,0.00031065099756233394,0.000310738
14.0,384.0,64.0,1.0,1.0,0.0011696882,train,body,0.0011696881847456098,0.0011694754
44.0,256.0,336.0,7.0,2.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
7.0,672.0,208.0,1.0,1.0,0.00075411407,train,body,0.000754114065784961,0.00075414154
82.0,24.0,72.0,1.0,1.0,0.0009860281,train,body,0.0009860281134024262,0.0009858968
7.0,1008.0,196.0,1.0,1.0,6.0864295e-05,train,body,6.086429493734613e-05,6.0938968e-05
14.0,120.0,88.0,1.0,1.0,6.0864295e-05,train,body,6.086429493734613e-05,6.0938968e-05
64.0,60.0,20.0,1.0,1.0,0.00031062053,train,body,0.00031062052585184574,0.000310738
29.0,48.0,336.0,1.0,1.0,0.0001442838,train,body,0.00014428379654418677,0.00014429173
16.0,288.0,112.0,1.0,1.0,0.00018296613,train,body,0.0001829661341616884,0.00018304422
64.0,256.0,88.0,1.0,1.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
56.0,192.0,128.0,1.0,1.0,0.0005951007,train,body,0.0005951006896793842,0.00059515866
48.0,64.0,168.0,5.0,1.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
38.0,64.0,168.0,5.0,1.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
17.0,432.0,144.0,1.0,1.0,0.00056575274,train,body,0.0005657527362927794,0.0005658383
8.0,448.0,160.0,1.0,1.0,0.00032441065,train,body,0.0003244106483180076,0.00032444834
43.0,24.0,72.0,1.0,1.0,0.0008793724,train,body,0.0008793724118731916,0.0008793794
46.0,96.0,24.0,1.0,1.0,0.0008793724,train,body,0.0008793724118731916,0.0008793794
46.0,48.0,256.0,5.0,1.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
160.0,40.0,240.0,1.0,1.0,0.0013930687,train,body,0.0013930686982348561,0.0013926787
6.0,1296.0,224.0,1.0,1.0,0.000310651,train,body,0.00031065099756233394,0.000310738
62.0,96.0,24.0,1.0,1.0,0.0008793724,train,body,0.0008793724118731916,0.0008793794
29.0,160.0,40.0,1.0,1.0,0.00041411357,train,body,0.00041411357233300805,0.00041421643
14.0,1584.0,192.0,1.0,1.0,0.0005951007,train,body,0.0005951006896793842,0.00059515866
18.0,72.0,432.0,1.0,1.0,0.0011716278,train,body,0.0011716277804225683,0.0011713811
37.0,24.0,144.0,1.0,1.0,0.0008793724,train,body,0.0008793724118731916,0.0008793794
29.0,512.0,160.0,1.0,1.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
64.0,256.0,408.0,5.0,2.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
9.0,664.0,2048.0,7.0,2.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
14.0,480.0,120.0,1.0,1.0,0.0006654547,train,body,0.0006654547178186476,0.00066547655
28.0,128.0,128.0,1.0,1.0,0.0005951007,train,body,0.0005951006896793842,0.00059515866
59.0,168.0,512.0,5.0,2.0,6.6661625e-05,train,body,6.666162516921759e-05,6.666298e-05
30.0,336.0,56.0,1.0,1.0,0.0005429732,train,body,0.0005429732264019549,0.0005430726
