HW,CHANNELS,KERNEL_SIZE,STRIDES,FREQ,CAT,SCALED_FREQ,SCALED_LOG_FREQ
32.0,24.0,3.0,1.0,0.0015873016,train,0.0015873016091063619,0.0015905154
34.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
30.0,512.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
51.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
126.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
82.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
94.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
122.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
120.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
9.0,816.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
49.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
110.0,40.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
16.0,816.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
22.0,336.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
41.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
112.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
42.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
28.0,336.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
126.0,40.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
16.0,56.0,3.0,1.0,0.0015873016,train,0.0015873016091063619,0.0015905154
88.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
42.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
62.0,48.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
11.0,816.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
64.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
58.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
76.0,40.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
62.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
32.0,56.0,3.0,1.0,0.0015873016,train,0.0015873016091063619,0.0015905154
68.0,40.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
62.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
43.0,48.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
16.0,24.0,3.0,1.0,0.0015873016,train,0.0015873016091063619,0.0015905154
63.0,256.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
82.0,40.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
23.0,336.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
8.0,40.0,3.0,1.0,0.0015873016,train,0.0015873016091063619,0.0015905154
13.0,816.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
37.0,40.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
24.0,512.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
51.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
50.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
114.0,40.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
27.0,408.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
26.0,512.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
17.0,512.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
108.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
64.0,40.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
32.0,408.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
21.0,408.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
49.0,40.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
12.0,664.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
18.0,512.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
26.0,512.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
128.0,40.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
38.0,48.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
100.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
18.0,408.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
48.0,256.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
128.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
11.0,664.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
24.0,336.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
24.0,408.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
61.0,40.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
14.0,816.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
54.0,40.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
54.0,48.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
8.0,1328.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
92.0,40.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
64.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
80.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
52.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
90.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
116.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
78.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
16.0,1024.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
56.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
25.0,512.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
57.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
40.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
28.0,408.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
50.0,256.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
22.0,512.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
102.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
59.0,256.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
30.0,336.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
23.0,512.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
32.0,8.0,3.0,1.0,0.0015873016,train,0.0015873016091063619,0.0015905154
116.0,40.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
47.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
6.0,1328.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
78.0,40.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
72.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
32.0,336.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
8.0,64.0,3.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
62.0,256.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
106.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
12.0,816.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
4.0,2048.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
16.0,408.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
32.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
35.0,256.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
60.0,256.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
17.0,408.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
41.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
34.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
120.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
68.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
8.0,2048.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
55.0,40.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
76.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
108.0,40.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
58.0,256.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
34.0,40.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
114.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
80.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
32.0,512.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
76.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
19.0,512.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
50.0,48.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
8.0,664.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
40.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
10.0,664.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
38.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
54.0,256.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
15.0,1024.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
68.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
59.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
13.0,1024.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
48.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
35.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
47.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
53.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
5.0,2048.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
90.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
122.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
60.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
8.0,1640.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
21.0,408.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
55.0,256.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
62.0,40.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
16.0,408.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
13.0,664.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
40.0,48.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
12.0,1024.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
50.0,40.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
20.0,512.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
38.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
58.0,40.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
45.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
56.0,48.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
39.0,48.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
98.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
58.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
32.0,40.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
7.0,2048.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
29.0,408.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
32.0,256.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
9.0,1024.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
57.0,40.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
35.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
48.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
42.0,40.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
44.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
124.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
12.0,664.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
16.0,32.0,3.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
66.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
18.0,408.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
25.0,408.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
50.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
22.0,408.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
56.0,40.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
29.0,408.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
22.0,336.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
52.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
52.0,40.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
74.0,40.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
25.0,408.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
37.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
32.0,512.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
44.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
20.0,336.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
100.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
31.0,408.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
57.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
84.0,64.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
44.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
56.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
61.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
9.0,816.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
64.0,48.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
41.0,48.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
8.0,32.0,3.0,1.0,0.0015873016,train,0.0015873016091063619,0.0015905154
32.0,64.0,3.0,1.0,0.0015873016,train,0.0015873016091063619,0.0015905154
36.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
118.0,40.0,3.0,2.0,0.00047619047,train,0.0004761904710903764,0.00047747928
42.0,256.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
35.0,48.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
54.0,168.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
32.0,16.0,3.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
22.0,512.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
31.0,408.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
16.0,40.0,3.0,1.0,0.0015873016,train,0.0015873016091063619,0.0015905154
40.0,64.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
53.0,48.0,1.0,1.0,0.004285714,train,0.004285714123398066,0.004288675
24.0,408.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
18.0,336.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
29.0,512.0,1.0,1.0,0.008571428,train,0.008571428246796131,0.008559087
36.0,208.0,2.0,2.0,0.004285714,train,0.004285714123398066,0.004288675
100.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
102.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
102.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
104.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
104.0,48.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
104.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
106.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
106.0,48.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
108.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
10.0,1024.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
10.0,1024.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
10.0,664.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
10.0,816.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
110.0,48.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
110.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
112.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
114.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
118.0,48.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
118.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
11.0,1024.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
11.0,1024.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
11.0,664.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
11.0,816.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
120.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
122.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
124.0,40.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
124.0,64.0,3.0,2.0,0.0004601933,test,0.00046019323053769767,0.0004613023
12.0,1024.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
12.0,816.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
13.0,1024.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
13.0,664.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
13.0,816.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
14.0,1024.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
14.0,1024.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
14.0,664.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
14.0,664.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
14.0,816.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
15.0,664.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
15.0,664.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
15.0,816.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
15.0,816.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
16.0,1024.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
16.0,16.0,3.0,1.0,0.0015339776,test,0.0015339773381128907,0.0015370087
16.0,336.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
16.0,512.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
16.0,512.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
16.0,664.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
16.0,816.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
16.0,8.0,3.0,1.0,0.0015339776,test,0.0015339773381128907,0.0015370087
17.0,336.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
17.0,336.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
17.0,408.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
17.0,512.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
18.0,512.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
19.0,336.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
19.0,336.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
19.0,408.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
19.0,512.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
20.0,336.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
20.0,408.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
20.0,408.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
20.0,512.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
21.0,512.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
22.0,408.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
23.0,336.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
23.0,408.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
23.0,408.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
23.0,512.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
24.0,512.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
25.0,336.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
25.0,336.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
25.0,512.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
26.0,336.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
26.0,336.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
26.0,408.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
26.0,408.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
27.0,336.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
27.0,336.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
27.0,408.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
27.0,512.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
27.0,512.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
28.0,336.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
28.0,512.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
28.0,512.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
29.0,336.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
29.0,336.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
29.0,512.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
30.0,408.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
30.0,408.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
30.0,512.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
31.0,336.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
31.0,336.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
31.0,512.0,1.0,1.0,0.008283479,test,0.008283478207886219,0.008271974
31.0,512.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
32.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
32.0,32.0,3.0,1.0,0.0015339776,test,0.0015339773381128907,0.0015370087
32.0,40.0,3.0,1.0,0.0015339776,test,0.0015339773381128907,0.0015370087
32.0,48.0,1.0,1.0,0.0041417396,test,0.0041417391039431095,0.004144457
32.0,48.0,3.0,1.0,0.0015339776,test,0.0015339773381128907,0.0015370087
33.0,168.0,2.0,2.0,0.0041417396,test,0.0041417391039431095,0.004144457
