3#312#3_5#280#2,1x192x6x6,0.8891,229.2672,6.5255,5.2906
7#344#1_7#328#4,1x256x5x5,0.8716,678.9101,27.4281,12.0062
7#360#1,1x256x5x5,0.8837,84.9224,3.4306,2.1040
7#328#3,1x256x5x5,0.8748,249.3399,10.0717,5.8296
3#360#3_3#328#2,1x288x6x6,0.9131,192.5361,5.6001,4.2427
5#296#2,1x272x5x5,0.8912,98.5967,4.0220,2.7507
7#312#2,1x240x7x7,0.8834,287.6640,5.9336,5.7477
5#360#4,1x272x6x6,0.8868,284.1247,8.0495,6.1421
3#280#3_7#280#1,1x192x6x6,0.8549,184.7889,5.2304,3.9803
7#296#2,1x208x5x5,0.8814,110.6610,4.4737,2.8864
5#280#4,1x224x7x7,0.8852,261.3292,5.4354,5.5263
7#344#3,1x208x5x5,0.8841,166.2203,6.7192,4.4632
3#344#4_3#296#1,1x224x5x5,0.9035,86.6681,3.6276,2.0466
7#328#3,1x288x5x5,0.8879,314.3900,12.6990,6.5973
7#264#3_5#264#1,1x200x7x7,0.8476,387.3529,7.9990,7.6757
7#328#3_5#312#1,1x288x5x5,0.8735,386.7993,15.6481,8.4203
3#264#4,1x256x7x7,0.8984,132.2947,2.8325,2.8224
3#264#1_5#360#3,1x224x6x6,0.8903,222.5062,6.3094,5.2526
7#280#4,1x192x6x6,0.8819,269.8629,7.5714,5.7851
7#328#3,1x192x5x5,0.8818,141.8281,5.7293,3.6547
5#264#4_7#312#1,1x224x7x7,0.8807,435.8970,9.0332,8.9989
7#344#1_5#328#1,1x288x6x6,0.8790,268.1747,7.5533,5.8344
5#328#2,1x192x7x7,0.8847,99.6111,2.0715,1.9950
7#296#4,1x256x5x5,0.8834,330.7295,13.3593,6.7970
3#296#3,1x288x7x7,0.9053,126.5679,2.7088,2.6676
7#264#3,1x216x5x5,0.8792,177.2358,7.1622,4.6132
7#296#4,1x200x7x7,0.8856,398.7408,8.2164,7.9129
5#312#3_5#328#4,1x288x5x5,0.8821,420.9817,17.1595,10.3856
5#264#2_3#328#4,1x208x5x5,0.8930,131.9306,5.4586,3.3656
3#328#4_3#280#2,1x192x5x5,0.9061,96.5291,4.0396,2.3817
7#280#1,1x272x6x6,0.8908,136.0305,3.8187,2.9207
7#264#3,1x224x7x7,0.8878,373.0836,7.6908,7.3392
3#344#4_5#280#1,1x208x7x7,0.8938,248.4026,5.2262,5.0804
3#360#1_7#328#2,1x200x7x7,0.8959,664.5389,13.7106,11.0244
3#280#3,1x224x7x7,0.9034,78.7512,1.6841,1.6115
5#280#4,1x288x5x5,0.9120,217.6059,8.8682,5.3492
5#360#1,1x208x5x5,0.8973,30.8073,1.2568,0.7250
5#264#4_7#264#2,1x240x6x6,0.8454,469.8609,13.2431,10.3328
7#264#1_5#264#2,1x200x5x5,0.8568,142.3316,5.7805,3.5956
3#296#1,1x192x7x7,0.9053,21.8450,0.4657,0.4806
7#280#1_5#280#3,1x240x5x5,0.8517,226.9517,9.2288,5.6829
5#264#2,1x200x5x5,0.8866,53.9984,2.1991,1.3452
7#296#1_3#264#4,1x208x7x7,0.8804,283.8042,5.9883,5.8694
3#360#4,1x288x6x6,0.9269,126.3237,3.6753,2.8938
7#296#1,1x272x5x5,0.8849,94.6952,3.8275,2.4254
7#328#1,1x216x5x5,0.8881,60.7202,2.4541,1.2740
5#280#3_7#312#3,1x256x5x5,0.8752,427.1233,17.3028,9.5771
3#312#1_7#328#2,1x272x6x6,0.8846,384.7020,10.8267,7.8075
7#264#2,1x192x5x5,0.8891,94.1553,3.8039,2.5181
7#328#3,1x224x6x6,0.8807,276.1866,7.7484,5.9158
7#312#4_3#280#4,1x224x6x6,0.8858,508.8044,14.4341,10.5966
7#360#1_3#296#4,1x240x5x5,0.8897,205.1242,8.4856,5.1954
5#328#4_3#280#1,1x288x6x6,0.9013,357.2900,10.1441,7.4115
7#360#3,1x192x7x7,0.8871,279.1342,5.7540,5.7841
3#264#4,1x208x6x6,0.9050,66.0475,1.9289,1.4659
7#328#2,1x224x6x6,0.8864,185.0061,5.1906,4.1016
3#296#3,1x200x7x7,0.8982,64.5808,1.3774,1.3634
3#344#2_5#344#3,1x256x5x5,0.8679,267.0984,10.9281,6.4158
5#264#1_7#296#2,1x256x7x7,0.8800,433.1725,8.9433,8.5123
7#312#3_7#360#4,1x192x6x6,0.8809,911.0423,25.5629,15.8994
7#360#2_3#344#3,1x256x7x7,0.8809,524.2404,10.9570,10.5287
3#296#4,1x192x5x5,0.9024,40.3553,1.6885,1.0090
5#328#4_5#328#4,1x192x5x5,0.8529,380.0340,15.4820,9.0919
7#312#1_5#312#2,1x288x5x5,0.8542,232.7877,9.4520,5.8837
