7#40#8_5#40#6_3#48#3,1x40x48x48,0.3680,64.1203,0.0761,3.0788
7#48#6_3#40#3,1x32x48x48,0.3978,32.4864,0.0397,1.5964
7#48#3_3#40#3_7#48#8_3#40#3,1x24x48x48,0.4124,48.3610,0.0823,2.4468
7#48#6_3#40#6,1x40x40x40,0.3680,35.2704,0.0619,1.5116
7#48#6_5#48#6_3#48#8_3#48#6,1x24x56x56,0.3774,101.2677,0.1237,4.2133
5#48#6_3#40#8_3#40#8,1x24x40x40,0.3851,36.8512,0.0856,1.5451
5#40#3_7#48#6,1x40x48x48,0.3614,32.9933,0.0447,1.6570
3#48#6_7#48#8_7#40#6_5#40#6,1x32x48x48,0.3813,82.2804,0.1294,3.9838
3#40#6_3#48#8_3#40#8_5#48#6,1x40x56x56,0.3546,118.5784,0.1279,4.7384
5#40#6_7#40#6_3#40#3,1x32x48x48,0.3862,42.2508,0.0575,2.1678
3#48#6_3#40#3_7#48#3_7#40#3,1x40x56x56,0.3994,81.6050,0.0786,3.6145
5#40#6_3#48#6_7#48#8,1x32x40x40,0.3553,43.7696,0.0947,1.9762
5#48#6_3#48#3_5#48#8,1x32x48x48,0.3780,56.2637,0.0825,2.5315
3#48#8_5#48#8_3#48#8_7#48#8,1x32x40x40,0.3581,72.0896,0.1618,2.9469
3#48#3_3#40#8,1x32x56x56,0.4032,45.8358,0.0515,1.8397
7#48#8_7#40#3,1x32x48x48,0.3849,41.4628,0.0494,2.1635
5#40#8_7#40#6_3#40#8_7#40#8,1x24x48x48,0.3948,68.5025,0.1098,3.5363
5#48#3_3#48#3,1x24x40x40,0.4131,11.1744,0.0239,0.5497
3#40#6_5#48#3_3#40#3,1x40x40x40,0.4074,32.9152,0.0561,1.3750
3#48#8_7#40#3,1x40x40x40,0.4060,35.9360,0.0537,1.5034
5#48#3_7#48#6,1x32x48x48,0.3678,32.0164,0.0482,1.6513
7#48#6_3#48#8_5#48#6,1x24x40x40,0.3657,39.5712,0.0922,1.7184
7#48#3_5#40#6_3#48#8_5#48#3,1x40x40x40,0.3706,44.7776,0.1017,1.9369
7#40#8_3#48#6,1x32x56x56,0.3583,59.8976,0.0542,2.8682
3#40#3_3#40#6_7#40#8,1x32x48x48,0.4121,42.5503,0.0676,2.1248
7#40#6_3#48#3,1x40x48x48,0.3771,40.1126,0.0427,1.9315
5#40#8_5#48#3_3#48#6_7#40#6,1x32x56x56,0.3752,100.9917,0.1087,4.6335
