5#96#1.0_3#96#1.0_3#96#1.0_5#112#1.5_7#96#1.5,1x48x24x24,0.3853,327.4095,2.2940,3.9425
7#96#0.5_3#96#0.5_7#112#1.5_7#112#0.5,1x32x28x28,0.4566,343.3189,1.7647,4.0587
7#96#0.5_3#128#1.5_7#112#1.0_5#128#1.5_5#112#1.5_7#112#0.5,1x96x28x28,0.4204,606.9742,3.1347,7.1064
7#96#1.5_7#112#0.5_7#96#0.5_3#128#1.0_5#112#1.0_5#128#1.5,1x32x20x20,0.4051,288.6673,2.9125,4.3576
5#112#0.5_7#128#1.5_3#128#1.5,1x32x20x20,0.4272,234.3359,2.3667,2.8933
3#112#1.0_7#128#1.5_7#96#1.5_7#112#1.5,1x48x20x20,0.4229,450.8684,4.5304,5.0993
5#128#1.5_3#112#1.0_3#128#1.0_7#128#1.0_7#128#1.0,1x32x24x24,0.3740,430.9750,3.0147,4.8782
5#96#0.5_3#96#1.5_5#96#1.5_7#112#0.5_3#96#1.5_7#128#1.5,1x48x24x24,0.4455,446.6346,3.1369,5.1886
3#128#0.5_7#112#1.0_5#96#1.5_5#112#1.0_5#112#1.0,1x64x20x20,0.4529,197.1254,1.9946,2.7776
3#128#1.0_7#128#1.5_5#128#1.5_7#112#1.5_7#128#0.5_5#112#1.0,1x96x28x28,0.4166,994.6289,5.0972,10.0149
5#96#1.5_5#96#0.5_3#96#1.0_3#96#1.0_5#128#0.5,1x64x28x28,0.3709,190.8887,0.9693,2.8278
7#128#1.0_5#128#0.5,1x32x28x28,0.3946,187.8651,0.9541,2.2424
5#96#1.0_5#112#1.0_7#112#1.5_5#128#1.0_5#112#0.5_7#128#1.5,1x80x24x24,0.3742,644.2801,4.5022,7.1683
3#96#1.5_3#128#1.5,1x48x28x28,0.4202,121.4899,0.6155,1.6209
7#96#0.5_7#128#1.0,1x32x20x20,0.4632,97.0565,0.9746,1.2721
7#96#1.0_5#128#1.0,1x80x28x28,0.3721,186.1637,0.9396,2.1355
7#112#1.5_3#96#0.5_3#96#1.0_5#112#1.0_7#96#0.5_7#96#1.0,1x48x20x20,0.3660,253.3829,2.5406,3.7539
7#112#1.0_7#96#0.5,1x32x28x28,0.4163,152.6403,0.7746,1.8421
3#128#0.5_5#112#1.0_5#96#1.0,1x32x20x20,0.4780,67.3423,0.6843,1.2291
7#112#0.5_7#128#1.0_3#96#0.5,1x32x28x28,0.4239,208.2300,1.0717,2.9725
7#96#0.5_5#128#1.0,1x64x24x24,0.4318,84.4631,0.5868,1.1639
3#96#1.0_3#96#0.5,1x80x28x28,0.4639,31.4673,0.1458,0.7694
3#128#1.0_7#96#0.5_7#128#1.0_3#96#1.5_7#96#1.5,1x64x24x24,0.4149,354.1819,2.4694,4.1458
5#128#1.5_5#128#1.5_7#128#1.5_5#96#1.0,1x48x20x20,0.3608,407.9985,4.0938,4.4150
3#128#1.0_7#112#0.5,1x64x24x24,0.4301,55.6262,0.3713,0.9722
5#96#0.5_7#96#1.5_3#128#1.0,1x64x28x28,0.4260,257.3171,1.3209,2.9252
7#96#1.5_7#96#1.0_5#128#1.5_3#96#1.0_7#112#0.5,1x80x28x28,0.3355,553.4081,2.8234,5.9821
3#128#1.0_7#128#1.0_7#128#0.5_7#128#1.0,1x32x28x28,0.4343,406.2474,2.0865,4.4104
3#112#1.5_5#96#1.0_5#128#1.0_3#96#0.5,1x32x24x24,0.4414,151.7042,1.0594,2.2676
3#96#1.0_3#96#1.0_7#112#1.0,1x80x28x28,0.4288,172.6200,0.8749,2.2287
3#128#0.5_3#112#0.5_5#128#1.0_3#96#1.0,1x96x24x24,0.4645,102.1619,0.7156,1.7762
7#112#1.0_3#96#1.0_5#96#0.5_5#112#0.5_3#112#1.0,1x32x28x28,0.3886,208.6394,1.0777,3.0299
7#128#1.0_7#96#1.5_3#112#1.0,1x80x28x28,0.3351,407.2993,2.0714,4.2563
5#112#1.0_5#112#0.5,1x64x20x20,0.3797,45.3000,0.4402,0.8021
7#96#0.5_3#96#0.5,1x96x28x28,0.4675,34.3250,0.1670,0.7684
7#128#1.0_5#96#1.5_7#128#1.0_5#96#1.0_7#128#0.5,1x48x20x20,0.3549,274.8447,2.7637,3.4851
3#96#1.0_3#112#1.0,1x80x24x24,0.4449,39.9706,0.2664,1.0988
7#128#1.0_7#128#1.0_7#128#0.5_5#96#1.0_3#128#0.5_3#96#1.5,1x48x20x20,0.3709,246.1788,2.4835,3.3782
5#96#1.5_3#128#1.5,1x32x20x20,0.4130,94.0915,0.9411,1.3660
3#112#1.5_7#96#0.5_5#112#0.5_5#128#1.0,1x80x20x20,0.4216,102.4860,1.0103,2.0363
7#112#1.0_5#96#0.5_5#96#1.0_7#96#0.5_7#112#1.0,1x96x24x24,0.3625,256.1887,1.7714,3.2776
3#96#1.0_7#96#1.5,1x80x20x20,0.4490,117.4387,1.1646,1.4419
3#112#1.0_7#128#1.5_5#128#0.5_5#128#0.5_3#112#1.0_7#112#0.5,1x64x28x28,0.4156,506.8751,2.6047,5.7892
7#112#0.5_3#96#1.5_7#96#1.5_5#96#1.5_5#96#1.5,1x48x28x28,0.4043,497.7149,2.5676,5.4927
3#112#0.5_3#112#1.0_7#128#1.0_7#128#1.0,1x96x28x28,0.4610,370.1119,1.9021,4.4299
5#128#0.5_3#112#0.5_7#96#1.5_3#112#0.5,1x32x20x20,0.4407,128.6437,1.3002,2.1369
3#96#0.5_3#96#0.5_3#112#0.5,1x80x28x28,0.5021,25.2835,0.1266,0.9871
7#96#0.5_5#128#1.5_3#128#1.0_7#128#1.5_3#128#0.5,1x96x20x20,0.4268,321.1369,3.2383,3.8809
7#112#1.5_7#96#0.5_5#96#1.0,1x80x24x24,0.3405,265.9803,1.8251,2.9957
7#128#1.0_5#96#0.5_7#96#1.0,1x64x28x28,0.3498,276.5317,1.4006,3.0668
7#96#1.5_5#96#0.5_5#112#1.5_5#112#1.0_7#96#1.5_7#112#1.0,1x64x24x24,0.3564,566.7009,3.9502,6.2147
7#96#0.5_3#96#1.0_7#96#0.5,1x96x20x20,0.4481,36.8732,0.3659,0.9201
3#96#1.5_5#112#1.5_5#112#1.0,1x32x24x24,0.4336,188.9363,1.3189,2.3498
3#112#1.0_7#112#1.5_7#128#1.5_7#112#1.0_3#112#0.5_7#112#1.0,1x64x28x28,0.4070,937.9092,4.8142,9.4793
7#112#1.0_3#128#1.0,1x32x24x24,0.4006,120.6290,0.8391,1.5139
5#128#0.5_3#112#1.0_5#128#0.5_3#128#1.0_3#112#1.5_3#96#1.0,1x48x24x24,0.4068,146.6004,1.0530,2.6271
5#128#0.5_5#96#1.0_3#96#0.5_7#128#1.5,1x80x20x20,0.4124,229.7295,2.3062,2.8211
3#128#1.0_7#128#1.5,1x48x24x24,0.4200,295.2233,2.0504,2.9561
5#112#0.5_7#96#1.0_3#128#1.5,1x48x24x24,0.4103,139.7225,0.9825,1.9141
7#128#0.5_5#96#1.0_7#96#1.0_7#112#1.5_5#112#1.0,1x80x28x28,0.3838,537.3011,2.7595,5.8643
5#128#0.5_5#112#0.5_5#96#0.5,1x80x28x28,0.4072,63.8712,0.3225,1.5413
5#128#1.0_7#128#1.5_5#128#1.5_5#112#1.0,1x80x20x20,0.3591,365.8619,3.6702,4.0410
3#128#1.5_3#96#1.0_3#112#0.5,1x48x28x28,0.4085,111.0921,0.5572,1.8588
5#128#1.5_5#96#1.0_7#128#1.0_7#128#1.0,1x48x28x28,0.3297,574.8429,2.9363,6.0525
7#96#0.5_7#112#1.5_5#96#1.5_5#128#1.5_5#96#0.5,1x48x20x20,0.4304,317.6951,3.2062,3.9695
5#96#1.0_7#128#1.0_3#112#1.5,1x80x28x28,0.3576,280.3924,1.4324,3.2406
5#112#1.0_5#96#1.0_3#128#0.5_7#96#0.5_7#112#1.5,1x32x24x24,0.3926,321.6145,2.2495,3.9398
3#128#1.0_3#128#1.5_5#96#1.0_7#112#0.5_7#96#0.5_3#96#1.5,1x80x24x24,0.4144,199.3517,1.3964,3.4040
7#112#1.5_7#128#1.0_7#112#1.0_3#112#1.0,1x64x24x24,0.3236,445.5201,3.0938,4.7453
3#112#0.5_7#112#1.0_7#96#1.5_5#128#0.5_7#112#0.5,1x80x20x20,0.4681,206.8609,2.0850,2.8842
7#128#1.5_7#128#1.5_7#96#1.0,1x48x28x28,0.3311,826.1222,4.2154,8.0546
5#96#1.0_3#112#1.0_5#112#1.5_5#96#1.0,1x64x24x24,0.3736,204.7404,1.4325,2.8682
7#96#1.5_7#128#1.5_5#96#0.5_3#112#1.0_5#112#1.0_5#128#0.5,1x48x24x24,0.3528,521.6223,3.6410,5.7555
5#128#1.0_7#96#0.5_5#112#1.5,1x80x28x28,0.3519,267.4428,1.3542,4.0611
